Station_ID_C,PositionName,Year,mon,day,Hour,aqi,CO,NO2,O3,PM10,PM2_5,SO2
3180A,质量技术监督局,2026,4,23,21,32.0,0.4,9.0,100.0,30.0,15.0,8.0
4257A,将台街,2026,4,23,21,78.0,0.1,11.0,111.0,88.0,42.0,3.0
4309A,正龙路62号,2026,4,23,21,83.0,0.3,6.0,118.0,96.0,43.0,2.0
4071A,交通局,2026,4,23,21,63.0,0.4,19.0,90.0,68.0,22.0,7.0
4072A,第五中学,2026,4,23,21,70.0,0.3,19.0,85.0,78.0,28.0,3.0
1390A,东城石井,2026,4,23,21,11.0,0.7,19.0,21.0,11.0,7.0,5.0
1391A,南城西平,2026,4,23,21,15.0,0.6,24.0,14.0,15.0,9.0,6.0
3319A,万江金泰,2026,4,23,21,15.0,0.7,17.0,21.0,15.0,7.0,6.0
4129A,裕兴路,2026,4,23,21,9.0,0.7,9.0,26.0,6.0,1.0,5.0
4130A,教育路1号,2026,4,23,21,13.0,0.6,22.0,26.0,13.0,7.0,7.0
4131A,长怡路1号,2026,4,23,21,0.0,0.7,18.0,0.0,11.0,2.0,6.0
1666A,市环保局,2026,4,23,21,46.0,0.3,19.0,112.0,44.0,32.0,8.0
3036A,开发区管委会,2026,4,23,21,55.0,0.5,33.0,101.0,56.0,27.0,8.0
3365A,垦利区民丰路,2026,4,23,21,58.0,0.7,55.0,66.0,61.0,24.0,13.0
3498A,河口城区,2026,4,23,21,63.0,1.0,22.0,121.0,68.0,25.0,10.0
3646A,胜利站,2026,4,23,21,92.0,1.0,48.0,112.0,81.0,56.0,9.0
3734A,理想之城,2026,4,23,21,0.0,0.0,49.0,54.0,66.0,25.0,7.0
1591A,综合楼,2026,4,23,21,78.0,0.4,30.0,91.0,88.0,33.0,13.0
1592A,巴音孟克林场办事处,2026,4,23,21,79.0,0.3,30.0,93.0,90.0,35.0,6.0
1593A,康泽苑,2026,4,23,21,79.0,0.4,19.0,92.0,90.0,35.0,7.0
1594A,华泰汽车城,2026,4,23,21,80.0,0.5,42.0,64.0,92.0,32.0,6.0
1595A,奥林花园,2026,4,23,21,84.0,0.2,51.0,56.0,97.0,26.0,4.0
2436A,市政府,2026,4,23,21,22.0,0.4,27.0,42.0,22.0,10.0,8.0
2437A,赵家坝,2026,4,23,21,0.0,0.0,0.0,0.0,36.0,7.0,0.0
3654A,精准医疗中心,2026,4,23,21,19.0,0.6,8.0,60.0,19.0,7.0,4.0
2454A,湖北民院,2026,4,23,21,39.0,0.4,25.0,44.0,27.0,27.0,8.0
3549A,龙凤新区,2026,4,23,21,23.0,0.4,14.0,35.0,23.0,6.0,7.0
2499A,沙万,2026,4,23,21,27.0,1.2,18.0,45.0,27.0,15.0,7.0
2500A,防城档案局,2026,4,23,21,22.0,0.6,11.0,47.0,22.0,11.0,6.0
2501A,大海花园,2026,4,23,21,25.0,1.2,22.0,42.0,23.0,17.0,12.0
1371A,湾梁,2026,4,23,21,18.0,0.0,22.0,32.0,14.0,12.0,0.0
1372A,华材职中,2026,4,23,21,17.0,0.5,26.0,34.0,17.0,10.0,4.0
1373A,南海气象局,2026,4,23,21,15.0,0.0,26.0,27.0,15.0,10.0,0.0
1374A,顺德苏岗,2026,4,23,21,19.0,0.7,32.0,14.0,19.0,12.0,0.0
1376A,高明孔堂,2026,4,23,21,16.0,0.0,20.0,41.0,16.0,6.0,0.0
1377A,三水监测站,2026,4,23,21,13.0,0.5,21.0,39.0,7.0,6.0,4.0
1378A,三水云东海,2026,4,23,21,27.0,0.0,17.0,21.0,27.0,8.0,0.0
3625A,容桂街道办,2026,4,23,21,25.0,0.0,34.0,15.0,12.0,17.0,0.0
1282A,师大,2026,4,23,21,15.0,0.5,19.0,47.0,11.0,1.0,3.0
1283A,五四北路,2026,4,23,21,15.0,0.5,20.0,46.0,6.0,0.0,4.0
1284A,杨桥西路,2026,4,23,21,15.0,0.0,20.0,45.0,9.0,0.0,3.0
3048A,九龙,2026,4,23,21,22.0,0.4,9.0,69.0,7.0,0.0,5.0
3526A,吴航,2026,4,23,21,23.0,0.4,10.0,73.0,2.0,2.0,5.0
4104A,路通桥巷6号,2026,4,23,21,13.0,0.0,21.0,40.0,8.0,7.0,0.0
1755A,望花区,2026,4,23,21,82.0,0.7,36.0,88.0,94.0,41.0,21.0
1756A,顺城区,2026,4,23,21,66.0,0.7,25.0,101.0,72.0,37.0,19.0
1757A,东洲区,2026,4,23,21,68.0,1.4,19.0,108.0,74.0,36.0,15.0
1758A,新抚区,2026,4,23,21,73.0,0.6,21.0,107.0,82.0,37.0,15.0
1759A,大伙房水库,2026,4,23,21,68.0,0.7,19.0,112.0,74.0,34.0,14.0
1760A,沈抚新城,2026,4,23,21,68.0,0.7,28.0,100.0,74.0,33.0,12.0
2377A,市站,2026,4,23,21,24.0,0.6,11.0,76.0,18.0,2.0,1.0
2378A,血防站,2026,4,23,21,28.0,0.7,8.0,85.0,28.0,13.0,7.0
2379A,采茶剧团,2026,4,23,21,26.0,0.8,10.0,81.0,24.0,11.0,14.0
2380A,医学分院,2026,4,23,21,27.0,0.8,7.0,85.0,23.0,13.0,5.0
2207A,工业园区,2026,4,23,21,64.0,0.6,20.0,108.0,69.0,33.0,15.0
2208A,长青街,2026,4,23,21,56.0,0.7,19.0,117.0,58.0,34.0,13.0
2209A,农业园区,2026,4,23,21,68.0,0.6,18.0,122.0,75.0,38.0,11.0
2211A,玉龙新城,2026,4,23,21,67.0,0.7,20.0,116.0,73.0,33.0,14.0
2301A,市监测站,2026,4,23,21,39.0,0.3,32.0,52.0,39.0,13.0,5.0
2303A,开发区,2026,4,23,21,75.0,0.6,30.0,68.0,85.0,35.0,4.0
2875A,阜阳职业技术学院,2026,4,23,21,43.0,0.4,20.0,76.0,43.0,19.0,6.0
3468A,市规划展馆,2026,4,23,21,0.0,0.4,34.0,0.0,34.0,16.0,7.0
3469A,枣园社区,2026,4,23,21,37.0,0.3,22.0,71.0,37.0,11.0,6.0
2669A,州政府,2026,4,23,21,86.0,0.3,10.0,94.0,93.0,53.0,4.0
3380A,甘肃民族师范学院,2026,4,23,21,82.0,0.3,18.0,96.0,94.0,51.0,1.0
2570A,水桥子,2026,4,23,21,31.0,0.3,21.0,48.0,31.0,14.0,6.0
3065A,州环保局,2026,4,23,21,27.0,0.3,12.0,58.0,27.0,17.0,4.0
2363A,地委,2026,4,23,21,23.0,0.9,4.0,68.0,23.0,12.0,2.0
2364A,气象台,2026,4,23,21,34.0,0.8,14.0,60.0,34.0,14.0,6.0
2365A,市图书馆,2026,4,23,21,0.0,0.8,11.0,0.0,20.0,11.0,4.0
2366A,华坚鞋城,2026,4,23,21,36.0,0.4,10.0,66.0,36.0,8.0,6.0
3109A,赣县区卫计委,2026,4,23,21,22.0,1.0,5.0,68.0,15.0,10.0,4.0
2684A,监测站,2026,4,23,21,56.0,0.3,15.0,103.0,58.0,27.0,6.0
2685A,新区,2026,4,23,21,54.0,0.5,13.0,105.0,55.0,19.0,5.0
2544A,市委,2026,4,23,21,33.0,0.4,20.0,93.0,33.0,20.0,7.0
2545A,友谊中学,2026,4,23,21,40.0,0.7,26.0,62.0,40.0,23.0,7.0
2547A,广电花园,2026,4,23,21,29.0,0.4,20.0,78.0,24.0,20.0,6.0
2902A,北辰小学,2026,4,23,21,0.0,0.4,21.0,67.0,50.0,23.0,0.0
2524A,老城,2026,4,23,21,60.0,0.6,59.0,24.0,64.0,23.0,1.0
2526A,监测站,2026,4,23,21,44.0,0.5,19.0,73.0,44.0,13.0,2.0
3617A,经开区,2026,4,23,21,46.0,0.5,24.0,65.0,46.0,24.0,3.0
1345A,广雅中学,2026,4,23,21,23.0,0.7,31.0,19.0,23.0,13.0,2.0
1346A,市五中,2026,4,23,21,22.0,0.0,32.0,25.0,18.0,15.0,4.0
1348A,广东商学院,2026,4,23,21,20.0,0.9,29.0,18.0,20.0,11.0,4.0
1349A,市八十六中,2026,4,23,21,16.0,0.0,28.0,14.0,15.0,11.0,5.0
1350A,番禺中学,2026,4,23,21,24.0,0.7,35.0,15.0,24.0,12.0,4.0
1351A,花都师范,2026,4,23,21,14.0,0.8,14.0,42.0,14.0,6.0,6.0
1352A,市监测站,2026,4,23,21,0.0,0.0,30.0,0.0,22.0,0.0,2.0
1353A,九龙镇镇龙,2026,4,23,21,17.0,0.6,18.0,19.0,17.0,10.0,6.0
1354A,麓湖,2026,4,23,21,0.0,0.8,0.0,11.0,17.0,8.0,4.0
2846A,体育西,2026,4,23,21,23.0,0.8,32.0,20.0,23.0,16.0,5.0
3298A,从化街口,2026,4,23,21,13.0,0.6,9.0,29.0,13.0,8.0,7.0
3299A,白云竹料,2026,4,23,21,17.0,0.7,10.0,37.0,17.0,10.0,4.0
3300A,白云嘉禾,2026,4,23,21,18.0,0.0,26.0,24.0,18.0,10.0,6.0
3301A,黄埔科学城,2026,4,23,21,18.0,0.8,16.0,25.0,17.0,12.0,4.0
3302A,番禺大学城,2026,4,23,21,58.0,0.7,32.0,18.0,61.0,14.0,5.0
3303A,南沙黄阁,2026,4,23,21,21.0,0.0,29.0,12.0,21.0,14.0,6.0
3304A,南沙街,2026,4,23,21,23.0,0.7,44.0,11.0,17.0,16.0,7.0
3443A,花都梯面,2026,4,23,21,12.0,0.0,10.0,37.0,8.0,6.0,7.0
3445A,从化良口,2026,4,23,21,14.0,0.0,9.0,42.0,4.0,2.0,5.0
3446A,增城荔城,2026,4,23,21,0.0,0.7,9.0,29.0,0.0,2.0,5.0
2506A,江南子站,2026,4,23,21,58.0,0.7,24.0,26.0,61.0,19.0,13.0
2508A,荷城子站,2026,4,23,21,30.0,0.7,15.0,38.0,24.0,21.0,10.0
3405A,新世纪学校,2026,4,23,21,40.0,0.7,16.0,33.0,29.0,28.0,0.0
4260A,中山路155-3号,2026,4,23,21,0.0,0.7,22.0,0.0,44.0,17.0,0.0
1439A,马鞍山,2026,4,23,21,24.0,0.0,13.0,41.0,24.0,16.0,4.0
1441A,鉴湖路,2026,4,23,21,41.0,0.5,14.0,79.0,41.0,22.0,6.0
1442A,燕子冲,2026,4,23,21,41.0,0.6,11.0,71.0,41.0,19.0,4.0
1443A,碧云窝,2026,4,23,21,39.0,0.0,11.0,77.0,39.0,10.0,6.0
1445A,红边门,2026,4,23,21,31.0,0.0,15.0,71.0,31.0,10.0,5.0
1446A,新华路,2026,4,23,21,39.0,0.2,12.0,72.0,39.0,16.0,14.0
1447A,太慈桥,2026,4,23,21,36.0,0.0,16.0,66.0,36.0,20.0,4.0
4230A,花果园大街66号,2026,4,23,21,32.0,0.0,14.0,68.0,17.0,22.0,3.0
4231A,漓江路57号,2026,4,23,21,23.0,0.6,17.0,72.0,22.0,10.0,6.0
1864A,龙隐路小学,2026,4,23,21,24.0,0.4,9.0,74.0,14.0,12.0,4.0
1865A,八中,2026,4,23,21,20.0,0.5,16.0,61.0,13.0,9.0,5.0
3531A,旅游学院,2026,4,23,21,26.0,0.6,9.0,81.0,25.0,10.0,6.0
4222A,环湖路276号,2026,4,23,21,25.0,0.4,7.0,77.0,19.0,13.0,6.0
4301A,信义路13号,2026,4,23,21,29.0,0.6,13.0,75.0,4.0,20.0,5.0
2674A,玛沁县大武镇,2026,4,23,21,53.0,0.3,1.0,120.0,53.0,22.0,14.0
1130A,松北商大,2026,4,23,21,35.0,0.6,9.0,75.0,32.0,24.0,6.0
1132A,南岗学府路,2026,4,23,21,39.0,0.6,18.0,69.0,39.0,21.0,2.0
1133A,太平宏伟公园,2026,4,23,21,55.0,0.4,28.0,52.0,56.0,24.0,6.0
1134A,道外承德广场,2026,4,23,21,55.0,0.1,22.0,61.0,56.0,25.0,6.0
1136A,动力和平路,2026,4,23,21,36.0,0.4,22.0,65.0,30.0,25.0,6.0
1137A,道里建国路,2026,4,23,21,45.0,0.9,16.0,70.0,31.0,31.0,1.0
1138A,平房东轻厂,2026,4,23,21,53.0,0.5,35.0,52.0,53.0,31.0,11.0
1139A,呼兰师专,2026,4,23,21,60.0,0.4,32.0,41.0,63.0,40.0,7.0
1140A,省农科院,2026,4,23,21,43.0,0.3,14.0,67.0,28.0,30.0,6.0
4282A,华山路1号,2026,4,23,21,44.0,0.4,18.0,64.0,44.0,29.0,1.0
4283A,解放大街52号,2026,4,23,21,63.0,0.6,29.0,60.0,67.0,27.0,3.0
2688A,地区监测站,2026,4,23,21,61.0,0.5,21.0,103.0,65.0,29.0,12.0
2689A,哈密师范学校,2026,4,23,21,57.0,0.0,22.0,88.0,59.0,30.0,8.0
2671A,海晏县西海镇,2026,4,23,21,68.0,0.1,1.0,110.0,75.0,41.0,6.0
3867A,平安区公安局北苑,2026,4,23,21,78.0,0.5,8.0,112.0,89.0,48.0,8.0
4163A,滨河路,2026,4,23,21,78.0,0.6,28.0,79.0,88.0,39.0,7.0
1410A,海南大学,2026,4,23,21,66.0,0.7,14.0,44.0,68.0,43.0,8.0
1411A,秀英海南医院,2026,4,23,21,0.0,0.5,13.0,44.0,68.0,48.0,0.0
1412A,海南师范大学,2026,4,23,21,65.0,0.7,13.0,46.0,71.0,42.0,8.0
1413A,龙华路环保局宿舍,2026,4,23,21,61.0,1.1,15.0,45.0,65.0,40.0,0.0
3539A,桂林洋子站,2026,4,23,21,49.0,0.0,9.0,49.0,49.0,30.0,0.0
4134A,长滨二路9号,2026,4,23,21,68.0,0.0,12.0,48.0,53.0,44.0,0.0
2673A,共和县恰卜恰镇,2026,4,23,21,80.0,0.3,5.0,121.0,91.0,40.0,7.0
2676A,德令哈市,2026,4,23,21,49.0,0.3,1.0,156.0,43.0,15.0,16.0
1049A,矿院,2026,4,23,21,49.0,0.2,8.0,112.0,49.0,26.0,3.0
1050A,丛台公园,2026,4,23,21,36.0,0.3,6.0,113.0,36.0,25.0,2.0
3458A,香泉濮院小区,2026,4,23,21,39.0,0.3,10.0,88.0,39.0,22.0,3.0
3580A,峰峰矿区临水派出所,2026,4,23,21,46.0,0.2,17.0,118.0,46.0,24.0,3.0
4068A,建安街268号,2026,4,23,21,36.0,0.2,6.0,109.0,36.0,16.0,3.0
4069A,丛台东路558号,2026,4,23,21,38.0,0.3,16.0,93.0,38.0,24.0,2.0
2635A,市监测站,2026,4,23,21,46.0,0.8,29.0,52.0,46.0,19.0,4.0
2636A,鑫源开发区,2026,4,23,21,29.0,0.4,19.0,66.0,28.0,20.0,4.0
2637A,南郑大河坎水厂,2026,4,23,21,47.0,0.4,31.0,46.0,47.0,29.0,5.0
1223A,滨江,2026,4,23,21,41.0,0.5,22.0,71.0,41.0,18.0,8.0
1224A,西溪,2026,4,23,21,31.0,0.6,26.0,46.0,31.0,14.0,4.0
1226A,下沙,2026,4,23,21,52.0,0.7,40.0,46.0,52.0,25.0,8.0
1227A,卧龙桥,2026,4,23,21,28.0,0.5,20.0,30.0,28.0,14.0,8.0
1228A,浙江农大,2026,4,23,21,42.0,0.3,51.0,49.0,42.0,21.0,8.0
1230A,和睦小学,2026,4,23,21,35.0,0.5,40.0,57.0,35.0,16.0,6.0
1231A,临平镇,2026,4,23,21,40.0,0.4,35.0,72.0,40.0,18.0,6.0
1232A,城厢镇,2026,4,23,21,38.0,0.4,29.0,62.0,38.0,20.0,6.0
1233A,云栖,2026,4,23,21,33.0,0.6,21.0,47.0,33.0,14.0,7.0
3557A,镇二中,2026,4,23,21,48.0,0.4,31.0,66.0,48.0,16.0,5.0
3558A,市府大楼,2026,4,23,21,22.0,0.5,19.0,70.0,16.0,10.0,6.0
3656A,消防大队,2026,4,23,21,42.0,0.5,31.0,56.0,42.0,22.0,5.0
1270A,明珠广场,2026,4,23,21,41.0,0.5,46.0,27.0,41.0,13.0,6.0
1271A,三里街,2026,4,23,21,46.0,0.6,61.0,27.0,46.0,16.0,6.0
1272A,琥珀山庄,2026,4,23,21,44.0,1.2,38.0,17.0,44.0,23.0,7.0
1275A,庐阳区,2026,4,23,21,56.0,0.7,54.0,34.0,58.0,20.0,6.0
1276A,瑶海区,2026,4,23,21,44.0,0.6,38.0,57.0,44.0,16.0,6.0
1277A,包河区,2026,4,23,21,39.0,0.5,76.0,15.0,39.0,15.0,10.0
1278A,滨湖新区,2026,4,23,21,0.0,0.5,65.0,0.0,44.0,24.0,5.0
1279A,高新区,2026,4,23,21,29.0,0.5,19.0,55.0,29.0,9.0,5.0
3464A,高教基地,2026,4,23,21,27.0,0.5,34.0,32.0,27.0,13.0,6.0
4098A,中国科学技术大学,2026,4,23,21,0.0,0.0,26.0,0.0,44.0,19.0,6.0
3614A,地区环保局,2026,4,23,21,159.0,0.5,16.0,86.0,268.0,71.0,3.0
3615A,市环保局,2026,4,23,21,141.0,0.6,12.0,90.0,226.0,73.0,3.0
2517A,市环保站,2026,4,23,21,14.0,0.6,2.0,44.0,9.0,9.0,8.0
4302A,上任中路54号,2026,4,23,21,11.0,0.7,12.0,35.0,8.0,5.0,8.0
1697A,东埔,2026,4,23,21,18.0,0.4,9.0,55.0,11.0,9.0,6.0
1698A,老城,2026,4,23,21,17.0,0.5,7.0,54.0,9.0,10.0,6.0
3374A,定陶老年大学,2026,4,23,21,44.0,0.2,14.0,91.0,44.0,8.0,6.0
4114A,黄河路600号,2026,4,23,21,38.0,0.3,15.0,95.0,38.0,4.0,3.0
4115A,菏泽市人社局,2026,4,23,21,35.0,0.2,12.0,97.0,35.0,5.0,6.0
4184A,永昌路1号,2026,4,23,21,34.0,0.1,10.0,106.0,25.0,5.0,4.0
4193A,长城路999号,2026,4,23,21,34.0,0.2,12.0,108.0,31.0,4.0,7.0
2514A,环保小区,2026,4,23,21,42.0,0.4,17.0,62.0,42.0,11.0,6.0
2515A,政协大楼,2026,4,23,21,22.0,0.4,18.0,56.0,19.0,15.0,10.0
3534A,西湾,2026,4,23,21,22.0,0.5,11.0,63.0,22.0,8.0,8.0
2385A,市监测站,2026,4,23,21,43.0,0.4,8.0,110.0,41.0,30.0,4.0
2386A,市交警支队,2026,4,23,21,53.0,0.4,12.0,83.0,53.0,14.0,4.0
2387A,迎宾馆,2026,4,23,21,40.0,0.3,14.0,87.0,40.0,28.0,6.0
3474A,大新区,2026,4,23,21,42.0,0.4,18.0,74.0,42.0,26.0,3.0
3596A,南山宾馆,2026,4,23,21,50.0,0.6,14.0,110.0,50.0,31.0,6.0
2244A,哈啤分公司,2026,4,23,21,37.0,0.3,14.0,48.0,37.0,11.0,9.0
2245A,斯达机电,2026,4,23,21,26.0,0.3,16.0,45.0,26.0,4.0,10.0
2246A,东山纸板厂,2026,4,23,21,90.0,0.4,13.0,43.0,106.0,9.0,7.0
2263A,交通局,2026,4,23,21,26.0,0.3,11.0,58.0,26.0,18.0,5.0
2264A,环保局,2026,4,23,21,20.0,0.4,7.0,61.0,15.0,10.0,8.0
1074A,电机北厂,2026,4,23,21,47.0,0.2,13.0,109.0,47.0,25.0,7.0
1075A,市监测站,2026,4,23,21,66.0,0.3,16.0,96.0,72.0,23.0,6.0
3188A,市城管局,2026,4,23,21,0.0,0.3,11.0,0.0,40.0,26.0,5.0
3459A,地表水厂,2026,4,23,21,55.0,0.2,21.0,86.0,56.0,22.0,4.0
2457A,衡阳化工总厂,2026,4,23,21,39.0,0.6,21.0,73.0,34.0,27.0,5.0
2458A,珠晖区环保局,2026,4,23,21,52.0,0.8,73.0,20.0,45.0,36.0,8.0
2459A,市委党校,2026,4,23,21,46.0,0.7,17.0,72.0,26.0,32.0,10.0
2460A,市监测站,2026,4,23,21,68.0,1.2,44.0,26.0,75.0,41.0,8.0
2461A,真空机电公司,2026,4,23,21,43.0,0.8,45.0,50.0,43.0,30.0,7.0
3399A,师范学院,2026,4,23,21,33.0,0.7,18.0,51.0,30.0,23.0,7.0
3038A,州图书馆,2026,4,23,21,66.0,0.5,7.0,100.0,61.0,43.0,4.0
4154A,蒙自市朝阳路,2026,4,23,21,68.0,0.5,7.0,101.0,49.0,44.0,5.0
1090A,呼市一监,2026,4,23,21,120.0,0.5,35.0,85.0,171.0,66.0,7.0
1094A,如意水处理厂,2026,4,23,21,160.0,0.5,41.0,89.0,270.0,49.0,9.0
1095A,二十九中,2026,4,23,21,103.0,0.4,18.0,106.0,127.0,48.0,10.0
1097A,化肥厂生活区,2026,4,23,21,116.0,0.5,47.0,83.0,160.0,69.0,10.0
3699A,海东办,2026,4,23,21,108.0,0.4,51.0,73.0,139.0,50.0,8.0
4275A,成吉思汗西街8号,2026,4,23,21,122.0,0.6,100.0,29.0,175.0,51.0,8.0
4276A,公园东路75号,2026,4,23,21,109.0,0.4,29.0,99.0,141.0,59.0,6.0
4277A,金海路35号,2026,4,23,21,114.0,0.7,64.0,44.0,156.0,60.0,8.0
3061A,国华电力东,2026,4,23,21,33.0,0.3,7.0,91.0,33.0,14.0,4.0
4279A,伊敏大街东7号,2026,4,23,21,0.0,0.0,6.0,90.0,32.0,9.0,6.0
1250A,城西水厂,2026,4,23,21,42.0,0.5,52.0,52.0,42.0,18.0,6.0
2873A,仁皇山新区,2026,4,23,21,33.0,0.5,26.0,75.0,33.0,14.0,5.0
2907A,吴兴区站,2026,4,23,21,31.0,0.3,21.0,89.0,31.0,14.0,6.0
3562A,南浔区站,2026,4,23,21,30.0,0.6,18.0,87.0,30.0,17.0,6.0
1607A,龙港区,2026,4,23,21,40.0,0.5,12.0,127.0,38.0,24.0,10.0
1608A,化工街,2026,4,23,21,51.0,0.5,22.0,112.0,51.0,30.0,13.0
1609A,新区,2026,4,23,21,41.0,0.5,17.0,118.0,41.0,28.0,10.0
1610A,东城区,2026,4,23,21,52.0,0.5,20.0,120.0,27.0,36.0,11.0
2483A,河西地税局,2026,4,23,21,0.0,0.0,28.0,0.0,59.0,19.0,7.0
2484A,市四医院,2026,4,23,21,35.0,0.4,13.0,45.0,32.0,24.0,4.0
2485A,监测楼,2026,4,23,21,,,,,,,
1210A,钵池山,2026,4,23,21,58.0,0.6,30.0,68.0,61.0,24.0,8.0
1211A,北京南路,2026,4,23,21,62.0,0.7,38.0,55.0,66.0,24.0,8.0
1212A,市监测站,2026,4,23,21,55.0,0.7,53.0,49.0,56.0,23.0,6.0
1213A,楚州区监测站,2026,4,23,21,46.0,0.5,20.0,89.0,46.0,24.0,6.0
3426A,新华书店,2026,4,23,21,0.0,0.4,18.0,0.0,49.0,15.0,7.0
4092A,枚皋中路89号,2026,4,23,21,50.0,0.5,25.0,65.0,50.0,22.0,6.0
4206A,承德北路606号,2026,4,23,21,62.0,0.6,41.0,56.0,66.0,20.0,8.0
2282A,监测站,2026,4,23,21,33.0,0.3,15.0,99.0,33.0,9.0,7.0
2283A,烈山区政府,2026,4,23,21,55.0,0.4,27.0,72.0,56.0,8.0,8.0
4017A,市博物馆,2026,4,23,21,39.0,0.3,12.0,96.0,39.0,8.0,6.0
4100A,杜集区第一实验学校,2026,4,23,21,43.0,0.3,13.0,90.0,43.0,6.0,8.0
2277A,潘集区政府,2026,4,23,21,36.0,0.3,19.0,79.0,36.0,22.0,6.0
2279A,谢家集区政府,2026,4,23,21,0.0,0.2,0.0,75.0,27.0,10.0,8.0
2280A,八公山区政府,2026,4,23,21,29.0,0.2,13.0,77.0,29.0,8.0,6.0
2894A,经济技术开发区消防队,2026,4,23,21,34.0,0.2,18.0,72.0,34.0,12.0,6.0
3329A,山南新区,2026,4,23,21,28.0,0.2,17.0,88.0,22.0,11.0,7.0
4209A,国庆中路369号,2026,4,23,21,38.0,0.3,13.0,82.0,38.0,15.0,5.0
2446A,职工中心,2026,4,23,21,15.0,0.4,11.0,46.0,15.0,5.0,6.0
2929A,红卫路,2026,4,23,21,17.0,0.2,10.0,52.0,13.0,5.0,5.0
3398A,市林业局,2026,4,23,21,19.0,0.4,8.0,59.0,13.0,9.0,5.0
2672A,同仁县隆务镇,2026,4,23,21,77.0,0.2,2.0,125.0,87.0,40.0,11.0
2295A,延安路89号,2026,4,23,21,12.0,0.3,8.0,36.0,7.0,3.0,4.0
2297A,黄山区政府5号楼,2026,4,23,21,21.0,0.2,6.0,66.0,9.0,1.0,4.0
4210A,滨江东路7-2号,2026,4,23,21,45.0,0.0,17.0,35.0,45.0,12.0,0.0
2423A,沈家营,2026,4,23,21,36.0,0.6,12.0,53.0,36.0,16.0,4.0
2426A,铁山,2026,4,23,21,46.0,0.5,19.0,38.0,46.0,23.0,7.0
2427A,团城山,2026,4,23,21,37.0,0.8,15.0,48.0,37.0,22.0,5.0
3149A,笔架山北路,2026,4,23,21,55.0,0.9,14.0,37.0,56.0,19.0,8.0
4185A,磁湖东路29号,2026,4,23,21,0.0,0.5,20.0,0.0,45.0,25.0,3.0
1392A,河南岸金山湖子站,2026,4,23,21,15.0,0.5,13.0,48.0,5.0,2.0,7.0
1393A,下埔横江三路子站,2026,4,23,21,16.0,0.7,8.0,51.0,6.0,4.0,5.0
1395A,惠阳区承修路船湖子站,2026,4,23,21,12.0,0.4,10.0,37.0,9.0,4.0,6.0
1396A,大亚湾管委会子站,2026,4,23,21,12.0,0.4,8.0,36.0,8.0,4.0,4.0
3314A,惠阳秋长,2026,4,23,21,0.0,0.0,10.0,0.0,0.0,4.0,0.0
3452A,大亚湾霞涌,2026,4,23,21,13.0,0.0,7.0,39.0,5.0,4.0,0.0
